"[0.8507755994796753, 0.5337651371955872, 2.560898622050445e-07]","[0.8197808861732483, 0.4872788190841675, -0.025492148473858833]","[0.7995925545692444, 0.4215661883354187, -0.03790915384888649]","[0.8001105189323425, 0.3698246479034424, -0.04992113634943962]","[0.8168992400169373, 0.32996878027915955, -0.060561008751392365]","[0.7980421185493469, 0.34186118841171265, -0.009327754378318787]","[0.7934739589691162, 0.2625293731689453, -0.02685781940817833]","[0.7972717881202698, 0.20790374279022217, -0.04164275899529457]","[0.8016657829284668, 0.1660093516111374, -0.05289578437805176]","[0.8333374261856079, 0.34550750255584717, -0.009714825078845024]","[0.8559724688529968, 0.27002108097076416, -0.043688464909791946]","[0.8778803944587708, 0.28909045457839966, -0.06634984910488129]","[0.8855555057525635, 0.3231302499771118, -0.0741635262966156]","[0.8662442564964294, 0.3611445426940918, -0.013224819675087929]","[0.8906090259552002, 0.3014758825302124, -0.04900742322206497]","[0.9074914455413818, 0.3209947347640991, -0.06400051712989807]","[0.9085195660591125, 0.3556727468967438, -0.06458745896816254]","[0.8947027921676636, 0.3852332532405853, -0.017817189916968346]","[0.9129728078842163, 0.33983731269836426, -0.043843042105436325]","[0.9217127561569214, 0.3492498993873596, -0.051718663424253464]","[0.9196165800094604, 0.3737806975841522, -0.05152353271842003]",0
"[0.8552272319793701, 0.5418996810913086, 1.8416726277337148e-07]","[0.8234611749649048, 0.4922785758972168, -0.027891241014003754]","[0.806262195110321, 0.4206801652908325, -0.04195582494139671]","[0.8180133700370789, 0.3541164696216583, -0.05454621836543083]","[0.8384793996810913, 0.3036349415779114, -0.06542083621025085]","[0.7973553538322449, 0.3593604862689972, -0.019208410754799843]","[0.7910042405128479, 0.27368855476379395, -0.041329629719257355]","[0.7945593595504761, 0.21592269837856293, -0.055760085582733154]","[0.7993307113647461, 0.1699238419532776, -0.06498469412326813]","[0.8319883942604065, 0.35984373092651367, -0.01796710304915905]","[0.8591713309288025, 0.2851715385913849, -0.05484187230467796]","[0.8781708478927612, 0.31708505749702454, -0.0684625506401062]","[0.8821704387664795, 0.3563808798789978, -0.06792161613702774]","[0.8647976517677307, 0.3725565969944, -0.019927002489566803]","[0.8897974491119385, 0.31154927611351013, -0.05556348338723183]","[0.9005017876625061, 0.3462655246257782, -0.055508438497781754]","[0.898114025592804, 0.38329559564590454, -0.04471162334084511]","[0.8924473524093628, 0.39515334367752075, -0.02388271875679493]","[0.9123839139938354, 0.34483861923217773, -0.04696635529398918]","[0.9163850545883179, 0.36707404255867004, -0.04427605867385864]","[0.9110492467880249, 0.39622342586517334, -0.035651471465826035]",0
"[0.8546563386917114, 0.5342454314231873, 2.2264191557042068e-07]","[0.8268737196922302, 0.4957565665245056, -0.042029477655887604]","[0.8089136481285095, 0.4268839359283447, -0.057997722178697586]","[0.8217518329620361, 0.36038661003112793, -0.06909646838903427]","[0.8404955863952637, 0.30538731813430786, -0.07746075093746185]","[0.7934666275978088, 0.3435087203979492, -0.02175840362906456]","[0.7888723611831665, 0.2619871199131012, -0.04308075085282326]","[0.7918294668197632, 0.20755673944950104, -0.05742630735039711]","[0.7974150776863098, 0.16325996816158295, -0.06682377308607101]","[0.8305436372756958, 0.3416118025779724, -0.012572615407407284]","[0.8615102171897888, 0.2815384864807129, -0.053507719188928604]","[0.8820734620094299, 0.32519301772117615, -0.06892123073339462]","[0.8883199691772461, 0.37027421593666077, -0.06758502870798111]","[0.865250289440155, 0.35267120599746704, -0.008352821692824364]","[0.8936324715614319, 0.3068188726902008, -0.051428161561489105]","[0.9054271578788757, 0.3522275388240814, -0.05595710128545761]","[0.9034913778305054, 0.3901921808719635, -0.04574034363031387]","[0.8942906856536865, 0.37322303652763367, -0.0068626683205366135]","[0.9152278900146484, 0.33460044860839844, -0.03854222223162651]","[0.9204787015914917, 0.3689606785774231, -0.04074477031826973]","[0.9149819612503052, 0.4011606276035309, -0.03339865058660507]",0
"[0.8554739952087402, 0.5313282012939453, 1.7982000599658932e-07]","[0.8275560736656189, 0.4903823137283325, -0.036298301070928574]","[0.8098586797714233, 0.4221171736717224, -0.05160525441169739]","[0.823340654373169, 0.3562294840812683, -0.06360526382923126]","[0.8423389196395874, 0.3015449047088623, -0.0734262689948082]","[0.7952926158905029, 0.3399384617805481, -0.0194020327180624]","[0.791102409362793, 0.2592162787914276, -0.04077521339058876]","[0.7938303351402283, 0.20526988804340363, -0.0554204136133194]","[0.7990564703941345, 0.16130712628364563, -0.06510625034570694]","[0.8321129679679871, 0.3409413993358612, -0.013855083845555782]","[0.8629176020622253, 0.2795724868774414, -0.05378302186727524]","[0.8801575899124146, 0.32329249382019043, -0.06864789128303528]","[0.8842846751213074, 0.36770591139793396, -0.06747487932443619]","[0.8668712377548218, 0.35525456070899963, -0.012620124034583569]","[0.8943178653717041, 0.30831634998321533, -0.05311295762658119]","[0.9019159078598022, 0.3527624309062958, -0.055611751973629]","[0.8984175324440002, 0.3904562294483185, -0.045031506568193436]","[0.8959231376647949, 0.37954893708229065, -0.01382658164948225]","[0.9163264036178589, 0.3397815525531769, -0.04222108796238899]","[0.9177555441856384, 0.3736172616481781, -0.0419754683971405]","[0.9108393788337708, 0.4057055413722992, -0.03379874303936958]",0
"[0.8559687733650208, 0.5284034609794617, 1.8629822307048016e-07]","[0.8259356021881104, 0.4841267168521881, -0.0371573306620121]","[0.8083422780036926, 0.4158056378364563, -0.05347684025764465]","[0.8223859667778015, 0.35053515434265137, -0.06650180369615555]","[0.8437353372573853, 0.2978469729423523, -0.07733073085546494]","[0.7973460555076599, 0.33608928322792053, -0.0207472313195467]","[0.79191654920578, 0.2569042444229126, -0.04326685890555382]","[0.7956013679504395, 0.20329387485980988, -0.05870746076107025]","[0.8012352585792542, 0.15898717939853668, -0.06887321174144745]","[0.8352100849151611, 0.3374190032482147, -0.015100200660526752]","[0.8652535080909729, 0.2784215211868286, -0.05593550577759743]","[0.8816962242126465, 0.322591096162796, -0.07089407742023468]","[0.8843480944633484, 0.3669882118701935, -0.06977890431880951]","[0.8705624938011169, 0.35199159383773804, -0.013903763145208359]","[0.898881196975708, 0.3100374937057495, -0.05462905392050743]","[0.9050735831260681, 0.3543018102645874, -0.056826427578926086]","[0.9001432061195374, 0.39208054542541504, -0.046053364872932434]","[0.8997429609298706, 0.37680262327194214, -0.01541315671056509]","[0.9220244288444519, 0.3428910970687866, -0.04344663396477699]","[0.9222962856292725, 0.3760349452495575, -0.04329410195350647]","[0.9137721657752991, 0.4070378243923187, -0.03527050092816353]",0
"[0.8488320112228394, 0.5288527607917786, 1.584394908604736e-07]","[0.8127026557922363, 0.4791621267795563, -0.017198938876390457]","[0.7971087098121643, 0.4124352037906647, -0.027789950370788574]","[0.8095725774765015, 0.3596870005130768, -0.03907262906432152]","[0.8339748382568359, 0.32496964931488037, -0.049703750759363174]","[0.7969257831573486, 0.3363099992275238, -0.013313031755387783]","[0.7917388081550598, 0.2568762004375458, -0.03147208318114281]","[0.7964584231376648, 0.20224066078662872, -0.04377906769514084]","[0.801857054233551, 0.15964865684509277, -0.052211787551641464]","[0.8330966830253601, 0.3352937698364258, -0.017201755195856094]","[0.8656463623046875, 0.2732888460159302, -0.04962510988116264]","[0.8850356340408325, 0.3080604076385498, -0.06244517117738724]","[0.8863735198974609, 0.3498658835887909, -0.06259318441152573]","[0.8669300675392151, 0.3490524888038635, -0.023178687319159508]","[0.9000054597854614, 0.30872273445129395, -0.05516139790415764]","[0.9121414422988892, 0.34310197830200195, -0.0579531267285347]","[0.9085775017738342, 0.380088210105896, -0.05061907321214676]","[0.8946604132652283, 0.37421876192092896, -0.030215714126825333]","[0.9223129153251648, 0.3451073467731476, -0.051885344088077545]","[0.9281813502311707, 0.3702634871006012, -0.05112377554178238]","[0.9218099117279053, 0.40039685368537903, -0.044468823820352554]",0
"[0.849934458732605, 0.5368015170097351, 2.53647726822237e-07]","[0.8141608238220215, 0.4937620162963867, -0.03363301604986191]","[0.7955527305603027, 0.4305625557899475, -0.050813622772693634]","[0.8037692308425903, 0.38004153966903687, -0.06583999842405319]","[0.8221931457519531, 0.34601470828056335, -0.07966361194849014]","[0.8001342415809631, 0.3547939956188202, -0.029365651309490204]","[0.7929052710533142, 0.2681923508644104, -0.05649799108505249]","[0.7976184487342834, 0.20979496836662292, -0.0763453021645546]","[0.8036977052688599, 0.1627437174320221, -0.09024164080619812]","[0.834073543548584, 0.35597583651542664, -0.02874220348894596]","[0.8633326888084412, 0.28242117166519165, -0.07207605987787247]","[0.8856913447380066, 0.3132774531841278, -0.09479141980409622]","[0.8903977274894714, 0.3532845675945282, -0.10143980383872986]","[0.8646900057792664, 0.36854901909828186, -0.031786106526851654]","[0.8994730114936829, 0.31623122096061707, -0.07533591985702515]","[0.915311872959137, 0.34652218222618103, -0.08891382068395615]","[0.9120484590530396, 0.3850453495979309, -0.08738701790571213]","[0.8899074792861938, 0.3902814984321594, -0.03688221052289009]","[0.9186491966247559, 0.3542790114879608, -0.06819801032543182]","[0.9279620051383972, 0.37388870120048523, -0.07585964351892471]","[0.9213138818740845, 0.40499624609947205, -0.07498405128717422]",0
"[0.8435683846473694, 0.5397207140922546, 2.574559800905263e-07]","[0.8065517544746399, 0.5032536387443542, -0.03142978250980377]","[0.7827985882759094, 0.4436100423336029, -0.04729118198156357]","[0.788643479347229, 0.39558571577072144, -0.0598524734377861]","[0.803098738193512, 0.3637716770172119, -0.07113218307495117]","[0.7939847707748413, 0.3585450053215027, -0.033327292650938034]","[0.7915462255477905, 0.27211034297943115, -0.058147676289081573]","[0.7978306412696838, 0.21548058092594147, -0.0755261778831482]","[0.8041232228279114, 0.1695701777935028, -0.08800295740365982]","[0.8273172974586487, 0.35903725028038025, -0.032583847641944885]","[0.8611093759536743, 0.2864038348197937, -0.06920833885669708]","[0.8865777850151062, 0.31847405433654785, -0.08609773963689804]","[0.8945789337158203, 0.35670286417007446, -0.09103468805551529]","[0.8557437658309937, 0.3711382746696472, -0.03530560061335564]","[0.8897222876548767, 0.31476086378097534, -0.07331223040819168]","[0.9078927636146545, 0.34613698720932007, -0.08251184225082397]","[0.9079065918922424, 0.3797089159488678, -0.08070717751979828]","[0.8801068663597107, 0.39410051703453064, -0.039875637739896774]","[0.9073457717895508, 0.35747030377388, -0.06888245046138763]","[0.917284369468689, 0.3775791823863983, -0.07478675246238708]","[0.9124014377593994, 0.40602022409439087, -0.07406659424304962]",0
"[0.8399713635444641, 0.5467922687530518, 2.4254623554043064e-07]","[0.7996251583099365, 0.5168368816375732, -0.02686096541583538]","[0.7624081373214722, 0.4589966833591461, -0.04206683114171028]","[0.7459865212440491, 0.4077116847038269, -0.05527722090482712]","[0.7310144305229187, 0.3641257882118225, -0.0675157830119133]","[0.7897505164146423, 0.3628121018409729, -0.03227267786860466]","[0.7877629399299622, 0.2738843560218811, -0.05466474965214729]","[0.7941270470619202, 0.2175428569316864, -0.06931307166814804]","[0.8007482290267944, 0.1746041178703308, -0.07866113632917404]","[0.8242999911308289, 0.3668175935745239, -0.032261624932289124]","[0.8593462705612183, 0.298603892326355, -0.06636517494916916]","[0.8773495554924011, 0.32499945163726807, -0.07923773676156998]","[0.8803662657737732, 0.3591119050979614, -0.08074700087308884]","[0.8540837168693542, 0.38179388642311096, -0.03459775447845459]","[0.8892784118652344, 0.33004534244537354, -0.0671650767326355]","[0.9009170532226562, 0.35868775844573975, -0.06965576857328415]","[0.8982845544815063, 0.39041846990585327, -0.0634835809469223]","[0.8790565133094788, 0.4063374102115631, -0.038651175796985626]","[0.9065647125244141, 0.37015265226364136, -0.062045056372880936]","[0.9126231670379639, 0.39050883054733276, -0.0621478408575058]","[0.9083088040351868, 0.4162086546421051, -0.05672917887568474]",0
"[0.8288597464561462, 0.5575317740440369, 1.1838108093797928e-07]","[0.7912442684173584, 0.5261214971542358, -0.02444159984588623]","[0.7546943426132202, 0.46409714221954346, -0.03796453773975372]","[0.7391087412834167, 0.40897053480148315, -0.0503590926527977]","[0.7237838506698608, 0.36411988735198975, -0.06213265284895897]","[0.7863680720329285, 0.36611974239349365, -0.027296440675854683]","[0.7826237082481384, 0.2778916358947754, -0.04839250072836876]","[0.7886464595794678, 0.22410058975219727, -0.062445711344480515]","[0.7953723073005676, 0.1800534725189209, -0.0720457062125206]","[0.8193642497062683, 0.3698762357234955, -0.028997503221035004]","[0.8511859774589539, 0.30304592847824097, -0.06462923437356949]","[0.8706508278846741, 0.3393551707267761, -0.07864450663328171]","[0.8744305372238159, 0.3797298073768616, -0.08024865388870239]","[0.8492463231086731, 0.3860124945640564, -0.032867636531591415]","[0.882440984249115, 0.3357594311237335, -0.06632484495639801]","[0.8958669900894165, 0.36705687642097473, -0.06952908635139465]","[0.8946606516838074, 0.401897668838501, -0.06369905173778534]","[0.8753553628921509, 0.4127253293991089, -0.038391515612602234]","[0.9026269316673279, 0.3745633363723755, -0.06323720514774323]","[0.9091219305992126, 0.3971710503101349, -0.06445541232824326]","[0.9046850800514221, 0.4261755049228668, -0.05976163223385811]",0
"[0.8201350569725037, 0.5642380714416504, 1.402152491891684e-07]","[0.7846977114677429, 0.5318182706832886, -0.02766236662864685]","[0.7544366717338562, 0.4688940942287445, -0.04267050698399544]","[0.7430576086044312, 0.4107966423034668, -0.05570147931575775]","[0.7287083268165588, 0.36429429054260254, -0.06759504973888397]","[0.7769618630409241, 0.37131398916244507, -0.031164245679974556]","[0.7739439010620117, 0.28307923674583435, -0.05407905578613281]","[0.7809411287307739, 0.2279936522245407, -0.06912629306316376]","[0.7877792716026306, 0.18327747285366058, -0.07947443425655365]","[0.8113967180252075, 0.37604281306266785, -0.031107468530535698]","[0.8460561633110046, 0.31285375356674194, -0.06713692098855972]","[0.862019956111908, 0.35022082924842834, -0.08056670427322388]","[0.8609000444412231, 0.3882417678833008, -0.08206521719694138]","[0.8414631485939026, 0.3925124406814575, -0.033659689128398895]","[0.8754439949989319, 0.34956446290016174, -0.06658606976270676]","[0.8850303888320923, 0.38086867332458496, -0.06861210614442825]","[0.8794673681259155, 0.409444123506546, -0.06253970414400101]","[0.8664136528968811, 0.41823863983154297, -0.03830708563327789]","[0.8956098556518555, 0.3884568512439728, -0.061922840774059296]","[0.8978484869003296, 0.4110076129436493, -0.06257019191980362]","[0.8885788321495056, 0.43513956665992737, -0.058001697063446045]",0
